RTT
0.000280.028
0.0004020.0402
0.0004640.0464
0.0006450.0645
0.0007640.0764
0.0012280.1228
0.002980.298
0.0029830.2983
0.0031110.3111
0.0031850.3185
0.0031860.3186
0.0032740.3274
0.0033740.3374
0.0033790.3379
0.0035180.3518
0.0036140.3614
0.0037130.3713
0.0038360.3836
0.0038490.3849
0.0038730.3873
0.003920.392
0.003940.394
0.0040120.4012
0.0040320.4032
0.0040420.4042
0.0041040.4104
0.0041060.4106
0.0042660.4266
0.0043030.4303
0.0048180.4818
0.004970.497
0.0051740.5174
0.0051910.5191
0.0056260.5626
0.0056310.5631
0.0058150.5815
0.0061330.6133
0.0061890.6189
0.0063710.6371
0.006630.663
0.0067040.6704
0.0067210.6721
0.0069890.6989
0.0071840.7184
0.0076820.7682
0.0077980.7798
0.0081050.8105
0.0083280.8328
0.0094020.9402
0.0098910.9891
0.0099860.9986
0.0101121.0112
0.0104371.0437
0.0106921.0692
0.0111861.1186
0.0113911.1391
0.011721.172
0.0118271.1827
0.0122711.2271
0.0123131.2313
0.0126831.2683
0.01331.33
0.0135471.3547
0.0139251.3925
0.014261.426
0.015311.531
0.0154171.5417
0.0163131.6313
0.0165171.6517
0.0168891.6889
0.0169161.6916
0.0169161.6916
0.0169161.6916
0.0169191.6919
0.016921.692
0.0169361.6936
0.0169411.6941
0.0169411.6941
0.0169421.6942
0.0169431.6943
0.0169461.6946
0.0169491.6949
0.0169561.6956
0.0169571.6957
0.0169571.6957
0.0169581.6958
0.0169591.6959
0.0169611.6961
0.0169631.6963
0.0169631.6963
0.0169661.6966
0.0169671.6967
0.0169691.6969
0.0169691.6969
0.016971.697
0.016971.697
0.0169711.6971
0.0169751.6975
0.0169761.6976
0.0169781.6978
0.016981.698
0.0169811.6981
0.0169821.6982
0.0169841.6984
0.0169861.6986
0.0169861.6986
0.0169861.6986
0.0169871.6987
0.0169871.6987
0.0169881.6988
0.0169881.6988
0.0169891.6989
0.016991.699
0.0169911.6991
0.0169911.6991
0.0169911.6991
0.0169911.6991
0.0169921.6992
0.0169931.6993
0.0169941.6994
0.0169951.6995
0.0169951.6995
0.0169961.6996
0.0169971.6997
0.0169971.6997
0.0171.7
0.0170011.7001
0.0170011.7001
0.0170041.7004
0.0170041.7004
0.0170051.7005
0.0170051.7005
0.0170071.7007
0.0170091.7009
0.0170111.7011
0.0170111.7011
0.0170121.7012
0.0170121.7012
0.0170131.7013
0.0170141.7014
0.0170151.7015
0.0170161.7016
0.0170171.7017
0.0170171.7017
0.0170181.7018
0.0170181.7018
0.0170181.7018
0.0170191.7019
0.0170191.7019
0.0170211.7021
0.0170231.7023
0.0170231.7023
0.0170251.7025
0.0170261.7026
0.0170271.7027
0.0170271.7027
0.0170271.7027
0.0170281.7028
0.0170281.7028
0.0170281.7028
0.0170291.7029
0.0170291.7029
0.0170291.7029
0.017031.703
0.017031.703
0.017031.703
0.0170311.7031
0.0170311.7031
0.0170311.7031
0.0170311.7031
0.0170311.7031
0.0170311.7031
0.0170321.7032
0.0170321.7032
0.0170321.7032
0.0170321.7032
0.0170331.7033
0.0170331.7033
0.0170341.7034
0.0170341.7034
0.0170341.7034
0.0170351.7035
0.0170351.7035
0.0170361.7036
0.0170371.7037
0.0170381.7038
0.0170381.7038
0.0170391.7039
0.0170391.7039
0.0170391.7039
0.017041.704
0.017041.704
0.017041.704
0.017041.704
0.017041.704
0.0170411.7041
0.0170411.7041
0.0170411.7041
0.0170421.7042
0.0170431.7043
0.0170431.7043
0.0170441.7044
0.0170441.7044
0.0170441.7044
0.0170441.7044
0.0170441.7044
0.0170451.7045
0.0170471.7047
0.0170481.7048
0.0170481.7048
0.0170481.7048
0.0170491.7049
0.0170491.7049
0.0170491.7049
0.0170491.7049
0.0170491.7049
0.0170491.7049
0.017051.705
0.0170521.7052
0.0170521.7052
0.0170531.7053
0.0170551.7055
0.0170551.7055
0.0170551.7055
0.0170561.7056
0.0170561.7056
0.0170581.7058
0.0170581.7058
0.0170581.7058
0.0170581.7058
0.0170581.7058
0.0170591.7059
0.0170591.7059
0.0170611.7061
0.0170611.7061
0.0170611.7061
0.0170621.7062
0.0170641.7064
0.0170651.7065
0.0170651.7065
0.0170661.7066
0.0170671.7067
0.0170671.7067
0.0170671.7067
0.0170691.7069
0.017071.707
0.017071.707
0.017071.707
0.0170721.7072
0.0170731.7073
0.0170731.7073
0.0170741.7074
0.0170741.7074
0.0170741.7074
0.0170741.7074
0.0170751.7075
0.0170751.7075
0.0170751.7075
0.0170751.7075
0.0170761.7076
0.0170771.7077
0.0170781.7078
0.017081.708
0.0170831.7083
0.0170831.7083
0.0170841.7084
0.0170841.7084
0.0170861.7086
0.0170861.7086
0.0170861.7086
0.0170871.7087
0.0170871.7087
0.0170891.7089
0.017091.709
0.017091.709
0.0170921.7092
0.0170931.7093
0.0170931.7093
0.0170941.7094
0.0170941.7094
0.0170951.7095
0.0170951.7095
0.0170961.7096
0.0170961.7096
0.0170981.7098
0.01711.71
0.0171011.7101
0.0171021.7102
0.0171021.7102
0.0171021.7102
0.0171031.7103
0.0171041.7104
0.0171041.7104
0.0171041.7104
0.0171051.7105
0.0171061.7106
0.0171061.7106
0.0171071.7107
0.0171081.7108
0.0171081.7108
0.0171091.7109
0.0171111.7111
0.0171121.7112
0.0171131.7113
0.0171131.7113
0.0171141.7114
0.0171151.7115
0.0171161.7116
0.0171171.7117
0.0171181.7118
0.0171181.7118
0.0171181.7118
0.0171181.7118
0.0171181.7118
0.0171191.7119
0.017121.712
0.0171211.7121
0.0171221.7122
0.0171231.7123
0.0171231.7123
0.0171231.7123
0.0171241.7124
0.0171251.7125
0.0171251.7125
0.0171261.7126
0.0171271.7127
0.0171271.7127
0.0171271.7127
0.0171291.7129
0.0171311.7131
0.0171331.7133
0.0171351.7135
0.0171361.7136
0.0171381.7138
0.0171381.7138
0.0171381.7138
0.0171391.7139
0.0171391.7139
0.0171391.7139
0.017141.714
0.017141.714
0.017141.714
0.0171411.7141
0.0171421.7142
0.0171421.7142
0.0171421.7142
0.0171431.7143
0.0171431.7143
0.0171441.7144
0.0171451.7145
0.0171451.7145
0.0171481.7148
0.0171481.7148
0.0171481.7148
0.0171491.7149
0.0171511.7151
0.0171511.7151
0.0171551.7155
0.0171561.7156
0.0171571.7157
0.0171571.7157
0.0171581.7158
0.0171581.7158
0.0171591.7159
0.0171591.7159
0.0171591.7159
0.017161.716
0.017161.716
0.0171611.7161
0.0171611.7161
0.0171621.7162
0.0171621.7162
0.0171631.7163
0.0171641.7164
0.0171651.7165
0.0171651.7165
0.0171651.7165
0.0171651.7165
0.0171661.7166
0.0171681.7168
0.017171.717
0.0171711.7171
0.0171721.7172
0.0171721.7172
0.0171721.7172
0.0171731.7173
0.0171741.7174
0.0171751.7175
0.0171751.7175
0.0171761.7176
0.0171771.7177
0.0171821.7182
0.0171831.7183
0.0171831.7183
0.0171841.7184
0.0171841.7184
0.0171861.7186
0.0171861.7186
0.0171871.7187
0.0171871.7187
0.0171881.7188
0.0171881.7188
0.0171881.7188
0.0171891.7189
0.0171891.7189
0.0171921.7192
0.0171931.7193
0.0171931.7193
0.0171941.7194
0.0171941.7194
0.0171941.7194
0.0171951.7195
0.0171951.7195
0.0171961.7196
0.0171971.7197
0.0171971.7197
0.0171991.7199
0.0171991.7199
0.0171991.7199
0.0171991.7199
0.0171991.7199
0.01721.72
0.0172011.7201
0.0172011.7201
0.0172011.7201
0.0172011.7201
0.0172011.7201
0.0172021.7202
0.0172021.7202
0.0172031.7203
0.0172031.7203
0.0172041.7204
0.0172051.7205
0.0172061.7206
0.0172061.7206
0.0172071.7207
0.0172071.7207
0.0172081.7208
0.0172081.7208
0.0172081.7208
0.0172091.7209
0.017211.721
0.0172111.7211
0.0172111.7211
0.0172121.7212
0.0172121.7212
0.0172131.7213
0.0172131.7213
0.0172151.7215
0.0172151.7215
0.0172171.7217
0.0172171.7217
0.0172171.7217
0.0172171.7217
0.0172171.7217
0.0172171.7217
0.0172171.7217
0.0172181.7218
0.0172181.7218
0.0172181.7218
0.0172191.7219
0.0172191.7219
0.0172191.7219
0.0172191.7219
0.017221.722
0.017221.722
0.017221.722
0.017221.722
0.017221.722
0.0172211.7221
0.0172211.7221
0.0172211.7221
0.0172221.7222
0.0172231.7223
0.0172251.7225
0.0172251.7225
0.0172261.7226
0.0172261.7226
0.0172261.7226
0.0172261.7226
0.0172261.7226
0.0172271.7227
0.0172271.7227
0.0172271.7227
0.0172271.7227
0.0172271.7227
0.0172281.7228
0.0172281.7228
0.0172281.7228
0.0172281.7228
0.0172291.7229
0.0172291.7229
0.017231.723
0.017231.723
0.017231.723
0.0172311.7231
0.0172311.7231
0.0172311.7231
